tsne_1,tsne_2,genre,cluster
-59.66757,-16.86838,pop,5
-30.916887,49.210377,pop,1
-42.066364,-57.83281,r&b,5
31.230217,77.76537,rock,2
-84.34307,25.648336,rap,1
32.75317,20.178642,r&b,2
-45.08793,-11.471198,rap,5
58.86939,10.891557,rap,4
16.199356,-4.154998,rock,4
22.795118,-27.965061,r&b,4
71.35519,29.622763,r&b,0
-34.23867,-51.310863,pop,5
-58.695705,62.540955,rock,3
1.1890424,-64.99814,rap,5
35.697388,79.11209,r&b,2
-19.076242,-45.57236,rock,5
-5.5322437,13.375893,rock,5
-2.671627,-37.948914,latin,5
13.070986,25.856398,pop,2
81.861855,13.755494,r&b,0
-35.654682,60.022423,rock,1
-15.141682,-49.604546,pop,5
40.698185,-22.35241,latin,5
4.8499346,-11.952216,r&b,5
-7.4205565,-44.12876,pop,5
33.48566,9.671955,rock,2
-20.216642,-53.556416,pop,5
16.430523,22.16253,rock,5
41.903114,-14.270126,pop,1
11.651423,17.628761,pop,5
43.603,56.474693,r&b,2
64.29788,25.780935,rap,1
12.823022,76.09398,rock,2
-62.00996,-43.140167,rock,5
64.04001,-22.467846,pop,4
-51.413837,-21.915895,pop,5
-32.83506,-43.711723,rock,5
19.888212,52.532608,r&b,2
-49.36145,-35.416862,pop,5
62.989006,13.064506,r&b,0
20.10332,4.165492,rock,5
-0.030110108,-18.956371,r&b,5
-78.53133,-12.230201,rock,5
-10.416935,-50.2203,r&b,5
-11.38571,-15.793513,rap,5
53.7183,6.552408,pop,4
7.2440166,45.773914,latin,3
7.6541934,-19.532051,r&b,4
-33.34468,-28.340647,pop,5
-82.848114,41.97177,rock,3
-48.5344,28.378548,edm,1
44.121445,-66.15632,latin,4
-39.80674,-56.29587,rock,5
21.2593,27.560587,r&b,2
95.48056,16.327778,rap,0
-73.735435,38.7626,rock,3
-4.253415,65.36554,r&b,3
63.263695,-31.916607,rap,4
49.28394,4.3676877,rap,4
57.277214,-23.706318,rap,4
-36.554573,46.458683,edm,1
39.56132,44.97509,latin,2
-5.937799,44.05226,rock,1
-6.965542,-18.833464,r&b,5
-62.418945,18.644781,rock,1
-23.856483,30.096128,rock,1
-19.303164,-58.45813,r&b,5
-34.21668,-32.829117,rock,5
-18.168379,23.204563,rock,1
-71.59065,-41.279613,edm,5
-18.112452,-75.55761,pop,5
32.519436,-4.335986,r&b,4
-29.611513,-1.9706265,edm,1
92.71731,21.93505,r&b,0
-50.983253,-63.13324,edm,5
34.42733,5.9687166,r&b,4
-72.07911,49.437527,pop,3
-0.29624027,26.116722,r&b,4
27.274961,6.129669,rap,4
-59.02541,-31.348612,edm,5
21.51447,-3.4188616,latin,4
20.759184,-2.3174706,pop,5
-25.678429,-28.780344,pop,5
-71.39373,-30.341076,pop,5
42.037373,-45.2984,rap,4
42.255802,-58.18064,latin,4
-55.73568,-2.837361,r&b,5
-45.758984,45.96082,rock,1
15.372996,-27.383392,pop,5
11.186227,-19.57936,rap,4
-32.274395,-15.36147,r&b,5
-37.20115,45.402737,rap,1
3.4822373,3.1046643,pop,5
53.798367,-24.876314,rap,4
10.474102,-54.97725,rap,4
53.88095,-0.7488257,edm,4
36.483387,-91.59523,rap,5
45.58625,47.042213,latin,2
59.31638,-9.254225,r&b,1
-60.31246,-6.2204247,edm,5
32.76252,71.28879,r&b,2
4.3077154,30.762287,edm,2
40.97026,24.392597,latin,4
8.392928,36.812008,pop,2
14.79239,80.79233,rock,2
-60.014668,22.579565,rock,1
26.32509,20.59228,rap,2
54.933266,-63.345863,rap,4
37.17942,-63.33738,latin,4
-19.478773,-23.190952,r&b,5
-31.102238,18.533686,pop,1
89.324,12.19878,rap,0
41.009754,8.32288,r&b,4
-26.460218,30.761984,latin,1
79.79647,-17.383785,rap,0
-37.79761,48.19603,edm,1
-55.02723,56.73929,rock,3
46.97024,-12.5353365,latin,0
52.146507,-1.1320078,rock,1
-48.023407,66.105064,rock,3
28.439528,80.06386,latin,2
-71.32726,71.65375,edm,3
-20.40085,-14.899266,rock,5
-41.538513,74.88821,rock,1
-27.373552,38.845615,edm,1
43.565056,-14.5512085,latin,1
74.31607,-4.134987,rap,0
-53.854626,-42.647705,rock,5
-2.635654,-53.64607,pop,5
11.859958,49.220272,pop,2
-60.85152,-15.7649555,pop,5
6.748674,-34.69088,r&b,5
46.818497,-11.254262,latin,0
22.087244,-7.5348535,r&b,4
26.046803,20.524235,r&b,2
-62.994682,-48.26148,rock,5
-12.430358,62.722137,rap,1
-1.2056293,58.15364,rock,3
11.887938,56.231266,rock,2
-27.146381,-24.953325,edm,5
19.945509,-85.94102,latin,5
-42.74117,14.333513,edm,1
-59.515835,-34.06542,pop,5
30.575348,-80.10064,latin,5
-27.828577,2.8459582,pop,5
86.607506,22.348757,rap,0
65.297676,-17.04197,edm,4
-24.031448,0.8003424,r&b,5
-75.415985,59.70297,pop,3
-68.028885,-2.2141392,rock,1
14.194471,37.541164,r&b,2
-53.57713,58.68271,rock,3
24.811607,-14.138425,r&b,4
-6.734194,-68.271774,rap,5
9.899777,-35.409966,r&b,5
-47.77426,36.5553,rock,1
21.449482,-4.3057227,pop,4
-26.033176,-51.976654,r&b,5
-49.69702,-49.063263,pop,5
19.856468,-17.725513,latin,4
-3.423386,-18.23292,rock,5
-55.226273,43.399326,rock,1
17.003677,63.443417,pop,2
57.77753,-11.953013,r&b,4
-39.956524,-61.395645,pop,5
68.921005,29.557518,pop,1
-57.258224,-37.64588,r&b,5
-12.150557,-50.18541,r&b,5
-41.56023,62.716267,pop,1
62.592415,6.3039317,r&b,1
59.37128,-12.20451,rap,4
-73.26764,14.497584,edm,1
-64.675964,-29.228287,rock,5
75.758934,-8.009354,rap,4
-33.049885,-57.08931,pop,5
-50.342308,52.880814,rock,1
26.081005,81.90552,r&b,2
2.658224,10.7515335,rock,5
44.01368,-42.526024,rap,4
24.774462,-26.452013,rock,4
30.782616,-75.49867,latin,5
18.696636,35.086815,r&b,2
1.7998914,41.057095,rap,5
25.371979,-0.856488,r&b,4
-18.49261,-63.75391,r&b,5
-27.720383,25.35917,rock,1
-81.414215,-19.32202,rock,5
-29.820374,43.114,pop,1
-38.93319,-39.380596,edm,5
86.98128,2.144997,latin,0
-53.961464,-47.823757,pop,5
11.423682,0.730247,latin,5
-30.153788,-19.51888,rock,5
45.26932,-13.070115,latin,1
-35.644024,-26.97232,pop,5
2.7241821,-56.743393,rock,5
29.182137,33.56346,r&b,2
41.550507,16.270247,r&b,4
-32.150066,58.682278,rock,1
-58.141567,18.540022,rock,1
-29.359804,10.171624,rap,1
22.55582,67.53892,r&b,2
-33.116287,4.4539003,edm,1
76.434235,-9.075187,rap,4
36.98773,-36.322197,rap,4
58.352364,12.1708145,rap,4
14.755869,37.144882,rock,2
92.486786,21.979523,rap,0
3.015712,41.185707,r&b,5
-30.381977,55.71965,rock,1
-44.80041,0.026939638,pop,1
3.6680415,-61.347027,rap,5
40.905327,11.289695,r&b,4
-40.89265,26.79656,rock,1
-69.305725,21.291018,rock,1
32.631493,-64.3682,latin,4
3.7103353,30.90565,pop,1
39.108406,-68.95496,latin,4
32.261345,24.995996,r&b,2
45.327847,-63.994236,latin,4
-71.519745,24.295885,edm,1
-31.916748,25.723045,edm,1
22.264118,-51.114902,rap,5
-69.295265,-17.716656,pop,5
-3.4791436,-1.4224433,latin,5
-46.3274,-23.991997,edm,5
-48.049866,-63.350273,r&b,5
63.589634,-29.864851,rap,4
60.581684,-34.10476,rap,4
-71.82783,63.718163,edm,3
10.979848,49.76299,r&b,2
97.046364,-2.0995407,r&b,2
0.1312691,-48.894314,pop,4
64.97005,-24.475475,latin,4
-22.957146,-35.610313,pop,5
-66.651924,26.025875,rock,1
95.77131,-2.2094572,pop,0
48.906742,-27.276743,rap,4
81.16737,-20.331127,rap,4
85.854225,30.665499,rap,0
69.02413,20.140457,rap,0
-64.94822,58.244324,rock,3
-52.015636,61.964912,rock,3
8.856939,18.947287,rock,5
-78.86057,8.8071785,edm,1
-3.0915534,65.38496,r&b,3
21.399485,-75.65449,latin,5
7.9746614,65.56069,rock,2
-52.9808,53.06692,rock,1
-17.124977,-39.05808,edm,5
56.470913,-26.09355,rap,4
-55.621605,11.549774,pop,1
54.92133,21.047106,rock,4
13.217321,-31.994488,rock,4
48.863968,7.282139,r&b,4
-10.317644,-39.91409,pop,5
29.879263,-66.80522,latin,5
-32.468086,-69.99396,rap,5
-44.10555,-40.23017,pop,5
14.203832,9.984466,edm,4
31.875612,-18.730772,rap,4
-61.432198,-14.995591,edm,5
-44.043182,14.259504,rock,1
-34.187534,61.587822,rock,1
22.518555,65.19645,pop,2
-30.320112,32.3004,edm,1
33.189453,-88.81325,latin,5
65.75032,20.157795,r&b,0
-62.86821,68.399475,rock,3
54.26388,-70.77472,rap,4
9.048965,79.25944,r&b,2
2.9545574,42.806705,rock,3
-71.29458,32.350418,rock,3
12.847227,-44.160995,r&b,5
3.6066737,-20.771475,r&b,5
-5.666998,0.22014603,r&b,3
-64.80534,63.328205,edm,3
20.577534,29.729908,r&b,2
-64.21259,0.62314034,rock,1
28.557077,-28.731739,rap,4
37.742958,42.41654,r&b,2
16.273277,74.4351,rock,2
18.36299,49.953743,rock,2
-26.653782,33.419918,edm,1
-56.873398,-25.58293,latin,5
36.465244,-64.84382,latin,4
-53.459915,31.593163,edm,1
20.686934,17.51077,r&b,4
-52.282505,-23.753393,pop,5
30.5215,13.162777,rock,2
-30.362062,63.581112,pop,1
39.417927,-78.732704,latin,5
-1.6068844,62.210197,rock,2
-11.952994,-25.21322,pop,5
-55.569633,-39.69543,rock,5
-64.610374,-7.1189,pop,1
31.516722,-37.279617,r&b,4
-66.1258,-21.261786,r&b,5
-71.663086,69.36017,edm,3
-59.69363,-16.996717,pop,5
-44.41153,-42.057735,r&b,5
89.745224,22.196499,rap,0
14.779202,-52.905807,r&b,4
-38.080425,-46.486034,rock,5
-17.54213,-45.717175,pop,5
48.3127,-12.025713,latin,0
-32.78713,51.89087,rock,1
2.4536006,-28.397406,pop,5
0.26140782,-55.132023,edm,5
57.32375,-18.126978,rap,4
-26.031641,-45.295612,pop,5
12.444361,-68.35777,latin,5
85.58877,-8.361325,rap,0
-10.962032,-63.409367,pop,5
-64.60884,-39.744053,latin,5
40.085224,72.10584,r&b,2
31.685822,-86.248505,latin,5
-73.43093,5.059967,pop,1
15.710627,-38.10988,rap,4
-6.0486703,29.457602,rap,5
-36.44532,9.208168,pop,1
5.599503,7.7093654,rock,5
14.493004,-32.30665,edm,5
52.805733,13.492242,rap,4
-29.70323,43.404247,rap,1
75.45171,5.2129946,rap,0
89.990036,-8.161865,rap,0
-9.7947445,-51.186592,latin,5
86.423775,13.2018385,rap,0
46.371197,28.42799,rap,2
-75.593544,36.42298,rock,3
93.28399,0.55727285,pop,0
25.838667,-25.792421,r&b,4
12.310584,-71.33476,rap,5
-53.98386,57.056725,rock,3
-16.273548,-58.162506,pop,5
3.4940128,-9.015661,r&b,5
59.203346,-17.333305,rap,4
-8.901637,-60.135292,edm,5
16.164795,-25.017624,pop,4
-41.54188,-60.408585,rock,5
-49.593506,-0.6576626,edm,1
-48.91654,-66.0448,rock,5
-51.73328,27.84287,pop,1
-39.227375,22.891275,edm,1
21.131094,59.291443,rock,2
15.411132,-51.60449,pop,4
34.336422,12.131358,rap,4
4.238321,-10.098849,r&b,5
44.71532,-50.632793,rap,5
-81.132256,55.24518,edm,3
90.51607,23.327208,rap,0
11.85848,70.767914,rock,2
-79.18703,-0.6473227,latin,5
-54.224392,62.230583,rock,3
-76.23372,-17.65175,pop,5
-53.239735,14.5079775,edm,1
-15.20921,15.990053,rock,1
-29.718248,-49.936913,edm,5
-37.854862,-58.54323,latin,5
-72.55303,-15.927201,pop,5
51.41089,-82.54615,latin,5
35.84476,-37.33697,r&b,4
19.8051,-17.916388,rap,4
-29.95912,-37.489643,pop,5
-12.316511,-61.43299,edm,5
-47.323437,43.227993,rock,1
77.540215,3.05056,latin,0
68.204,-10.942862,rap,0
-49.30698,-30.220226,pop,5
-7.3797507,-50.28416,edm,5
-5.951927,37.39732,r&b,1
-72.09259,24.7177,edm,3
43.180683,3.184283,rap,4
-25.254137,33.680637,pop,1
-49.684155,-21.667326,pop,5
-57.090866,-39.66908,rock,5
27.882145,-7.8675,pop,4
27.953186,-1.1232098,latin,4
20.041878,-6.622599,r&b,5
7.7627378,56.622143,pop,2
-12.587627,-16.58151,rap,5
49.331688,13.306514,r&b,4
-61.626316,-34.418255,pop,5
33.71903,28.523981,rock,2
-17.627186,-29.603691,rap,5
-9.979567,62.691345,r&b,1
32.08926,-60.47915,rap,5
-77.09979,41.33199,rock,3
-70.90489,17.24067,pop,1
11.529639,21.514303,r&b,2
3.9986231,-36.611954,r&b,5
17.135136,71.264786,r&b,2
-51.431232,-26.055964,pop,5
17.341528,81.70907,pop,2
31.228737,-86.399445,latin,5
-24.320124,23.06906,rock,1
21.872812,8.533608,rock,4
2.630143,-44.68054,r&b,5
29.077423,-78.57517,latin,5
-37.402294,-53.009342,edm,5
-22.29944,-10.0349865,edm,5
-44.83591,-66.14308,rock,5
-18.81474,29.677597,rap,1
-72.230835,36.453323,rock,3
-52.714615,2.2996025,edm,1
-80.889015,55.45489,rock,3
77.98646,-13.443992,rap,0
10.187111,64.07381,r&b,2
36.236645,-7.0439744,latin,4
14.427486,34.218754,rock,2
-21.375786,-13.668201,edm,5
-57.17033,30.591595,rock,1
-73.62886,19.456123,rock,3
41.00317,-84.461555,rap,5
17.045197,41.894165,latin,2
-67.92146,28.806847,rock,3
-23.00129,10.18673,rock,3
94.89282,-3.7276058,edm,4
-2.1949785,-5.269798,r&b,5
-55.91617,-19.55197,pop,5
3.3908617,-66.06463,rap,5
-37.661617,5.8359394,edm,1
-48.173794,-23.029554,edm,5
-58.734856,-12.141874,pop,5
8.440903,-6.6574926,r&b,5
22.18254,-2.3712673,r&b,4
-12.407351,-19.730644,r&b,5
-24.732275,-39.85731,r&b,5
25.858046,37.39213,r&b,2
47.110294,-28.148647,rap,4
17.73954,-49.03863,rap,4
13.298893,33.030746,rock,2
-0.0015483256,-1.4370621,r&b,5
-37.15335,41.29697,rock,1
-16.281239,27.84019,latin,1
61.178608,-43.74681,latin,4
-38.799667,-8.411209,edm,1
33.81298,23.601973,rock,2
-68.57227,-18.350864,pop,5
67.98725,-2.9887304,pop,0
96.832054,12.376077,rap,0
2.0792935,-29.253296,edm,5
12.765508,-1.2885748,rock,5
-45.122547,-35.406784,rock,5
-51.165222,-18.751457,edm,5
41.463493,15.933357,rap,4
0.98020077,7.57541,r&b,5
-70.8384,24.466778,edm,1
-36.173603,-40.322323,rock,5
-1.0094444,26.329073,pop,4
-22.123512,50.26885,r&b,1
36.34392,-79.14651,latin,5
4.120551,21.313005,pop,2
56.20351,-36.043446,rap,4
93.33199,20.93442,rap,0
-25.346802,-5.4329257,rock,5
-75.6673,12.396371,pop,3
23.692455,-28.840843,rap,4
10.138601,-16.328056,pop,4
-39.615894,-52.962257,pop,5
-83.70108,27.816967,r&b,5
-2.249597,-44.474445,pop,5
98.12162,14.404325,r&b,0
75.07885,-31.300081,r&b,4
15.717877,79.25439,rock,2
-2.4049428,1.5859691,edm,5
6.2245817,13.529004,latin,5
69.983505,-11.087557,rap,0
-18.891815,-48.542656,rock,5
26.63401,64.59114,rock,2
0.1607588,-10.187926,pop,5
-74.08084,-50.184498,edm,5
5.713164,-66.41952,rap,5
46.66804,-62.59604,latin,4
-39.216377,-43.588108,rock,5
-48.489025,67.3954,rock,3
-49.29968,73.66749,rock,3
-32.191315,16.099463,rock,1
23.765057,-84.954834,pop,5
9.611387,-27.50405,pop,4
-17.005377,-42.527206,pop,5
30.669214,-7.5099354,rap,4
-3.7931924,39.09904,pop,3
39.693176,-60.778183,latin,4
-75.50677,10.794245,rock,1
-39.47022,21.411983,pop,1
-36.004875,23.198812,rock,1
-47.520767,-45.05322,pop,5
-71.19927,55.967056,edm,3
-10.930581,-38.078636,pop,5
-73.618744,39.21093,rock,3
-18.10402,-71.80996,edm,5
13.297937,-70.0746,latin,5
-5.8421583,6.518448,rock,5
-62.755226,-12.161173,edm,5
40.867706,52.867928,r&b,2
5.242111,-35.80595,r&b,4
57.080353,11.0017395,r&b,4
-4.20435,-8.868872,pop,5
6.409538,1.6217341,latin,5
31.672054,-76.04979,latin,5
-55.526268,40.2081,rock,1
-69.98715,-17.278397,latin,5
-2.2848544,77.30057,rock,3
27.955212,-17.600391,rap,4
-74.017975,-17.039305,pop,5
42.4182,-74.51305,latin,4
20.751465,-24.284042,r&b,4
42.163696,-74.55254,latin,4
33.68587,71.76379,r&b,2
-61.637882,35.746758,rock,1
65.119194,-11.825115,rap,0
8.519365,-9.5519,r&b,4
75.08488,-2.9384153,rap,0
5.829419,31.113756,pop,1
-51.710827,12.085387,rock,1
-18.89067,48.41542,latin,1
79.317444,-19.252293,rap,0
30.985424,-5.2226443,rap,4
-0.61286116,-27.520124,latin,5
93.197044,8.632843,rap,0
6.9842477,-23.6827,r&b,4
-68.251625,71.75619,pop,3
-76.33954,1.8101557,pop,1
51.6349,-58.6179,rap,4
-50.278553,41.42864,rock,1
-22.881752,28.571184,rock,1
-12.763215,-47.46733,latin,5
52.49447,-80.397354,pop,5
36.55399,67.83011,pop,2
51.9426,-12.460774,rap,0
40.23454,-83.59894,latin,5
63.18769,-14.510342,rap,4
-62.268673,-3.9163163,latin,5
29.165112,-73.44084,latin,5
57.62619,-32.77519,pop,4
-42.119595,-6.9747577,edm,5
28.552296,70.160065,r&b,2
76.3459,-26.77185,latin,4
83.53754,24.447126,pop,0
-31.215122,-61.484825,pop,5
-24.384539,-43.489788,edm,4
23.217928,-18.137253,r&b,4
13.60827,73.37426,rap,2
-18.649357,50.412365,edm,1
-7.7943296,33.740154,edm,1
23.411606,-3.6842482,latin,4
68.673546,17.004932,latin,0
34.517986,-0.27886903,latin,4
-45.88112,67.8465,rock,3
-11.792013,-60.03605,latin,5
29.733139,-4.841088,r&b,4
-20.087818,19.50375,pop,1
12.800548,-15.133448,pop,4
65.1177,22.38057,rap,0
33.872044,26.64079,latin,2
-0.274753,42.17413,rap,3
26.188223,-40.135914,r&b,4
-25.778366,15.656882,latin,1
-35.164394,50.509205,edm,1
20.378014,-11.258923,r&b,4
3.2454643,58.967342,r&b,2
23.043352,-82.413536,latin,5
-64.52778,-32.978592,edm,5
-58.12157,-19.539669,rap,5
-1.2612973,48.897846,rock,3
-18.47558,30.865,rap,1
-51.9793,1.0460583,pop,5
-51.659645,-6.5488653,pop,5
-53.91979,-19.268898,pop,5
13.50479,69.81965,r&b,2
58.028152,21.211193,r&b,1
25.121384,77.325806,pop,2
58.410748,27.92299,r&b,0
93.738304,-5.3807116,rap,4
12.134893,-27.123405,r&b,5
53.234093,-32.241447,rap,4
-52.754795,-29.350544,edm,5
75.31886,21.140043,rap,0
-64.95913,61.567623,pop,3
-10.412917,-26.845453,pop,5
-62.09827,12.959539,rock,1
-55.494396,57.62219,rock,3
-0.77510685,-33.476006,pop,5
-59.648785,6.014478,r&b,1
-45.979366,-25.655403,edm,5
4.834125,46.076603,pop,3
78.807846,4.6153903,rap,0
-15.814666,29.300325,latin,1
-17.797789,59.728817,pop,1
2.3831074,47.782055,pop,3
-68.59147,-33.685722,pop,5
47.027626,42.382687,latin,2
-44.38802,49.413105,rock,1
-37.68902,-52.917236,edm,5
30.374287,-23.885002,rap,4
48.761887,7.6822867,rap,4
-74.37424,4.383589,rap,1
69.3698,-43.845592,rap,4
31.649044,-12.314868,r&b,4
-29.877684,36.017143,edm,1
-7.3036985,-12.735334,rap,5
15.802188,-2.2672393,pop,5
25.166622,14.4469795,r&b,5
50.63932,-3.8952937,pop,4
25.455507,-36.81227,pop,4
98.22375,11.539931,r&b,0
-72.58359,68.74552,pop,3
78.66853,33.94709,rap,1
-58.97092,-48.095455,latin,5
31.626625,29.393528,rock,2
94.349976,-9.134342,rap,0
22.845842,50.63203,r&b,2
24.271254,72.89346,rock,2
61.297318,-16.886791,rap,4
-28.50875,36.356094,pop,1
32.098778,-78.69819,latin,5
38.41282,-68.48576,latin,4
95.115944,5.592195,latin,0
-72.96374,-26.335928,rock,5
-18.559576,50.74275,r&b,1
7.1703677,46.75895,latin,3
23.742111,23.315922,pop,2
-26.257078,-49.632854,pop,5
93.56499,14.361369,rap,0
-33.771584,-47.479908,pop,5
-29.329899,-59.619373,pop,5
46.678295,-23.518667,pop,4
61.17643,-22.006947,latin,4
-29.27621,-56.640842,pop,5
1.824484,-9.838396,r&b,5
-2.9996135,-38.253166,pop,5
13.771447,-28.106646,r&b,5
39.050003,40.61608,r&b,2
12.177432,54.1969,rock,2
64.28052,-38.813496,r&b,4
-6.843753,72.11798,r&b,2
-37.825726,-36.013866,rock,5
-2.869382,-11.679813,r&b,5
28.707664,-72.1284,latin,5
74.3424,-17.743917,rap,0
-79.30284,-11.476418,rock,5
62.80692,-28.399862,rap,4
-46.431328,36.85113,edm,1
67.04149,-20.943216,r&b,4
14.139733,-3.880093,rock,5
70.35517,17.743963,pop,0
-78.928024,41.011135,rock,3
-52.728184,-42.959774,rock,5
27.372992,-43.814384,latin,4
70.67816,-25.801277,rap,4
32.12963,47.6187,pop,2
-35.71415,38.172874,rock,1
40.063717,54.41641,pop,2
-63.859684,23.98478,pop,1
-80.46563,38.83582,edm,3
-65.07652,66.88053,rock,3
-83.04199,38.948074,pop,3
-67.91932,-23.289139,r&b,5
-48.6228,-46.689976,pop,5
-18.695837,59.559906,pop,1
-2.2984803,79.26556,rock,3
-25.690042,-16.090876,edm,5
-59.14767,-24.371117,pop,5
11.045299,70.84687,rock,2
-68.10726,14.518574,rock,3
14.591907,-35.87988,pop,4
-28.891455,46.436047,rock,1
30.89451,24.273792,pop,2
54.98045,15.729138,rap,4
-61.79992,13.253229,pop,1
-28.698141,-17.303488,edm,5
32.917797,-36.301846,pop,4
-11.829111,-14.842055,rap,1
5.76224,22.139322,r&b,2
42.527847,-40.31706,rap,4
-69.91596,-5.1232157,rock,5
22.810051,-84.53547,latin,5
90.93353,-18.085144,rap,4
58.45695,-6.284812,r&b,1
13.662111,34.609592,rock,2
-68.83385,65.37283,edm,3
-42.125813,-58.29701,r&b,5
92.747116,-3.4019032,r&b,0
0.17565762,61.112762,rock,2
-18.013868,7.2523518,rap,1
42.406174,-30.63311,rap,5
-13.015033,-50.170353,pop,5
-11.019001,-70.01691,r&b,5
33.485184,61.89309,pop,2
97.40284,-4.3119617,rap,4
-57.269176,-46.279476,pop,5
-10.145396,-45.35103,rap,4
44.22746,24.834787,r&b,4
-5.9615526,-1.0276446,r&b,5
-33.298252,15.910307,rock,1
-53.569427,-20.859467,pop,5
-46.15678,48.65142,rock,1
-12.978691,54.472713,latin,1
79.11786,-13.902657,rap,0
-18.168823,-47.629753,rock,5
-43.619274,-8.3545475,rock,5
-0.29624027,26.116722,r&b,4
-30.631271,-36.71093,rock,5
12.34398,-73.02673,latin,5
63.567444,-27.24171,rap,4
-10.917176,36.48102,latin,1
-40.187653,-53.137665,pop,5
-76.90871,53.281258,edm,3
-32.35143,-26.977547,pop,1
-70.69768,20.568735,edm,1
79.09799,23.333136,rap,0
-67.760475,69.35655,rock,3
68.67635,-11.780158,r&b,0
-65.05506,55.224773,rock,3
-28.297895,35.074192,edm,1
21.854774,-83.93079,pop,5
0.12656209,-53.80157,r&b,5
-53.094715,15.321224,pop,1
-77.05517,19.511765,rock,3
29.626867,-69.52478,latin,5
31.114046,-65.35177,rap,5
-51.029953,-60.999462,rap,5
38.22557,75.40817,r&b,2
-66.81044,45.873333,r&b,5
-19.098818,-38.435463,pop,5
26.328857,55.581215,rock,2
26.986238,33.39733,r&b,2
22.127085,-22.262947,r&b,4
-17.268316,17.779858,rock,5
31.67279,-81.05295,latin,5
42.474346,2.196926,latin,4
-57.71585,24.94866,rock,1
-4.7331896,-4.136778,r&b,5
-51.501987,9.549517,rock,1
14.515701,-70.36371,latin,5
36.257214,-1.2977777,rap,4
43.741848,-37.326904,rap,4
32.073616,0.4415068,latin,4
-56.360752,-24.891403,rock,5
-74.81506,-24.60221,r&b,5
66.55181,-37.93927,rap,4
-55.515358,-25.354748,rock,5
-26.754517,25.48018,rock,1
80.39247,-2.1302145,latin,0
27.57828,-79.723274,latin,5
-26.454983,-12.625341,edm,5
-43.470936,18.60401,rock,1
-9.811336,-7.7227564,rap,5
-2.4504533,-0.17567302,r&b,5
-25.583235,30.044518,rock,1
-29.468498,-14.092435,pop,5
-77.51142,56.81553,edm,3
50.14547,-35.75914,rap,4
44.924385,-17.070923,latin,1
67.60145,-9.504784,rap,0
-22.38642,-29.045975,edm,5
17.157763,50.637325,r&b,2
-2.9680023,-60.309113,r&b,5
-75.64965,21.635113,edm,3
37.13412,10.033155,r&b,4
13.700806,-54.870846,rap,5
-51.913536,28.152977,rap,1
-22.029005,40.156208,rock,1
16.260925,-44.52497,edm,4
34.30785,62.207386,pop,2
14.287681,70.765526,latin,2
-54.739277,35.262222,edm,1
56.21927,-26.912998,pop,4
94.41979,9.455752,r&b,0
48.96807,-75.157394,latin,4
26.030602,77.34956,r&b,2
12.037298,-15.807991,rap,4
9.497282,10.818396,pop,5
-51.243736,14.977747,r&b,1
1.9037468,56.7348,rap,2
-2.5886486,-51.259754,pop,5
-37.382187,-53.01339,edm,5
3.226817,15.521824,rock,5
24.175165,33.151497,r&b,2
-7.352302,8.365641,pop,5
-2.3158898,-31.109129,r&b,5
-67.81654,52.77714,r&b,3
-66.48794,-35.794876,rock,5
-66.34668,26.367079,rock,1
-36.287792,37.66185,rock,1
44.65106,-18.560295,latin,4
-63.32888,58.103474,rock,3
-38.078857,54.20532,rock,1
10.538224,63.129208,r&b,2
81.360016,-26.186855,rap,4
-48.136185,51.53043,rock,1
-8.551727,-32.868393,pop,5
-11.689832,-67.54165,rap,5
-68.22166,25.004292,rock,1
-57.20082,-15.200355,edm,5
-30.866114,-34.958145,pop,5
-60.278683,-32.562935,latin,5
-35.044785,56.669983,rock,1
-67.1857,74.03801,pop,3
71.56953,-14.25447,rap,4
-6.3099804,-39.283398,edm,5
62.5921,47.001503,r&b,0
34.85899,48.033386,r&b,2
-6.0755486,54.280552,latin,3
-59.102715,16.520098,edm,1
-78.35369,5.249294,rap,1
-79.63799,-19.388035,rock,1
44.417175,-73.22753,latin,5
-61.291748,-22.30518,rock,5
19.480032,62.24354,rock,2
30.954937,21.789076,r&b,2
27.91582,-28.515614,pop,4
-2.8881612,10.098478,pop,5
-74.67858,51.59375,pop,3
40.29579,-45.95036,rap,4
73.45063,5.7844253,rap,0
-32.27138,58.738613,edm,1
-32.26327,59.59173,rock,1
-79.73804,-5.8501735,rock,5
44.736423,57.070267,r&b,2
80.26061,10.906498,rap,0
-72.64271,70.01862,edm,3
-49.437656,38.733593,r&b,1
66.25698,-33.02949,rap,4
16.431786,28.49375,rap,5
37.88222,56.83293,r&b,2
61.178417,-17.24358,r&b,4
-60.33693,-11.708983,edm,5
-16.243902,7.080481,rock,1
0.6008414,48.472168,rock,3
-25.37324,-27.040365,pop,5
-52.73957,69.83206,r&b,3
-14.870292,61.4773,pop,1
9.530267,55.020977,r&b,2
-5.2438893,0.3637001,latin,3
34.290363,24.619133,pop,2
-13.575002,16.309748,rock,5
79.77462,27.010202,rap,0
-68.18243,16.681498,edm,3
23.764635,-89.48133,latin,5
-73.70976,-41.764435,pop,5
39.60789,-45.585724,r&b,4
28.329285,54.168,pop,2
-67.50242,14.402747,edm,1
-63.697975,-21.252516,pop,5
43.6885,-42.46735,rap,4
-36.291958,-14.253102,pop,1
47.17511,-67.02377,latin,4
-50.328495,55.55751,rock,1
6.6983967,-5.27993,r&b,5
40.961746,76.776695,pop,2
